GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,AREANAME,total_white,free_black,total_asian,total_indian
G3600730,1870,New York,360,Orleans,ORLEANS,Orleans,27517,172,0,0
G3600750,1870,New York,360,Oswego,OSWEGO,Oswego,77633,306,0,2
G3600770,1870,New York,360,Otsego,OTSEGO,Otsego,48732,229,0,6
G3600790,1870,New York,360,Putnam,PUTNAM,Putnam,15300,120,0,0
G3600810,1870,New York,360,Queens,QUEENS,Queens,70007,3791,1,4
G3600830,1870,New York,360,Rensselaer,RENSSELAER,Rensselaer,98765,783,0,1
G3600850,1870,New York,360,Richmond,RICHMOND,Richmond,32242,787,0,0
G3600870,1870,New York,360,Rockland,ROCKLAND,Rockland,24484,728,0,1
G3600890,1870,New York,360,St Lawrence,ST LAWRENCE,St Lawrence,84746,72,0,8
G3600910,1870,New York,360,Saratoga,SARATOGA,Saratoga,50839,683,0,7
G3600930,1870,New York,360,Schenectady,SCHENECTADY,Schenectady,21179,168,0,0
G3600950,1870,New York,360,Schoharie,SCHOHARIE,Schoharie,32914,426,0,0
G3600970,1870,New York,360,Schuyler,SCHUYLER,Schuyler,18803,186,0,0
G3600990,1870,New York,360,Seneca,SENECA,Seneca,27584,239,0,0
G3601010,1870,New York,360,Steuben,STEUBEN,Steuben,67330,383,0,4
G3601030,1870,New York,360,Suffolk,SUFFOLK,Suffolk,44956,1806,0,162
G3601050,1870,New York,360,Sullivan,SULLIVAN,Sullivan,34451,99,0,0
G3601070,1870,New York,360,Tioga,TIOGA,Tioga,30206,359,0,7
G3601090,1870,New York,360,Tompkins,TOMPKINS,Tompkins,32777,401,0,0
G3601110,1870,New York,360,Ulster,ULSTER,Ulster,82638,1433,1,3
G3601130,1870,New York,360,Warren,WARREN,Warren,22528,54,0,10
G3601150,1870,New York,360,Washington,WASHINGTON,Washington,49186,379,0,3
G3601170,1870,New York,360,Wayne,WAYNE,Wayne,47355,344,0,11
G3601190,1870,New York,360,Westchester,WESTCHESTER,Westchester,128830,2513,5,0
G3601210,1870,New York,360,Wyoming,WYOMING,Wyoming,29082,82,0,0
G3601230,1870,New York,360,Yates,YATES,Yates,19429,166,0,0
G3700010,1870,North Carolina,370,Alamance,ALAMANCE,Alamance,8234,3640,0,0
G3700030,1870,North Carolina,370,Alexander,ALEXANDER,Alexander,6034,834,0,0
G3700050,1870,North Carolina,370,Alleghany,ALLEGHANY,Alleghany,3401,290,0,0
G3700070,1870,North Carolina,370,Anson,ANSON,Anson,6350,6078,0,0
G3700090,1870,North Carolina,370,Ashe,ASHE,Ashe,8991,582,0,0
G3700130,1870,North Carolina,370,Beaufort,BEAUFORT,Beaufort,8379,4632,0,0
G3700150,1870,North Carolina,370,Bertie,BERTIE,Bertie,5513,7437,0,0
G3700170,1870,North Carolina,370,Bladen,BLADEN,Bladen,6729,6102,0,0
G3700190,1870,North Carolina,370,Brunswick,BRUNSWICK,Brunswick,4448,3306,0,0
G3700210,1870,North Carolina,370,Buncombe,BUNCOMBE,Buncombe,13109,2303,0,0
G3700230,1870,North Carolina,370,Burke,BURKE,Burke,7463,2314,0,0
G3700250,1870,North Carolina,370,Cabarrus,CABARRUS,Cabarrus,8025,3929,0,0
G3700270,1870,North Carolina,370,Caldwell,CALDWELL,Caldwell,7096,1380,0,0
G3700290,1870,North Carolina,370,Camden,CAMDEN,Camden,3239,2121,0,1
G3700310,1870,North Carolina,370,Carteret,CARTERET,Carteret,6285,2725,0,0
G3700330,1870,North Carolina,370,Caswell,CASWELL,Caswell,6587,9494,0,0
G3700350,1870,North Carolina,370,Catawba,CATAWBA,Catawba,9281,1703,0,0
G3700370,1870,North Carolina,370,Chatham,CHATHAM,Chatham,12893,6830,0,0
G3700390,1870,North Carolina,370,Cherokee,CHEROKEE,Cherokee,7296,301,0,483
G3700410,1870,North Carolina,370,Chowan,CHOWAN,Chowan,3081,3369,0,0
G3700430,1870,North Carolina,370,Clay,CLAY,Clay,2319,142,0,0
G3700450,1870,North Carolina,370,Cleveland,CLEVELAND,Cleveland,10633,2063,0,0
G3700470,1870,North Carolina,370,Columbus,COLUMBUS,Columbus,5526,2948,0,0
G3700490,1870,North Carolina,370,Craven,CRAVEN,Craven,8400,12116,0,0
G3700510,1870,North Carolina,370,Cumberland,CUMBERLAND,Cumberland,9520,7515,0,0
G3700530,1870,North Carolina,370,Currituck,CURRITUCK,Currituck,3991,1140,0,0
G3700550,1870,North Carolina,370,Dare,DARE,Dare,2401,377,0,0
G3700570,1870,North Carolina,370,Davidson,DAVIDSON,Davidson,13868,3546,0,0
G3700590,1870,North Carolina,370,Davie,DAVIE,Davie,6527,3093,0,0
G3700610,1870,North Carolina,370,Duplin,DUPLIN,Duplin,8776,6766,0,0
G3700650,1870,North Carolina,370,Edgecombe,EDGECOMBE,Edgecombe,7858,15112,0,0
G3700670,1870,North Carolina,370,Forsyth,FORSYTH,Forsyth,10716,2334,0,0
G3700690,1870,North Carolina,370,Franklin,FRANKLIN,Franklin,6633,7501,0,0
G3700710,1870,North Carolina,370,Gaston,GASTON,Gaston,8430,4172,0,0
G3700730,1870,North Carolina,370,Gates,GATES,Gates,4517,3207,0,0
G3700770,1870,North Carolina,370,Granville,GRANVILLE,Granville,11476,13355,0,0
G3700790,1870,North Carolina,370,Greene,GREENE,Greene,4166,4521,0,0
G3700810,1870,North Carolina,370,Guilford,GUILFORD,Guilford,15656,6080,0,0
G3700830,1870,North Carolina,370,Halifax,HALIFAX,Halifax,6418,13990,0,0
G3700850,1870,North Carolina,370,Harnett,HARNETT,Harnett,5857,3038,0,0
G3700870,1870,North Carolina,370,Haywood,HAYWOOD,Haywood,7406,515,0,0
G3700890,1870,North Carolina,370,Henderson,HENDERSON,Henderson,6498,1208,0,0
G3700910,1870,North Carolina,370,Hertford,HERTFORD,Hertford,4321,4952,0,0
G3700950,1870,North Carolina,370,Hyde,HYDE,Hyde,4067,2378,0,0
G3700970,1870,North Carolina,370,Iredell,IREDELL,Iredell,12288,4643,0,0
G3700990,1870,North Carolina,370,Jackson,JACKSON,Jackson,5698,274,0,711
G3701010,1870,North Carolina,370,Johnston,JOHNSTON,Johnston,11703,5194,0,0
G3701030,1870,North Carolina,370,Jones,JONES,Jones,2346,2656,0,0
G3701070,1870,North Carolina,370,Lenoir,LENOIR,Lenoir,4902,5532,0,0
G3701090,1870,North Carolina,370,Lincoln,LINCOLN,Lincoln,6814,2759,0,0
G3701110,1870,North Carolina,370,McDowell,MCDOWELL,Mcdowell,5820,1772,0,0
G3701130,1870,North Carolina,370,Macon,MACON,Macon,6173,403,0,39
G3701150,1870,North Carolina,370,Madison,MADISON,Madison,7858,334,0,0
G3701170,1870,North Carolina,370,Martin,MARTIN,Martin,5064,4583,0,0
G3701190,1870,North Carolina,370,Mecklenburg,MECKLENBURG,Mecklenburg,13578,10721,0,0
G3701210,1870,North Carolina,370,Mitchell,MITCHELL,Mitchell,4492,213,0,0
G3701230,1870,North Carolina,370,Montgomery,MONTGOMERY,Montgomery,5359,2128,0,0
G3701250,1870,North Carolina,370,Moore,MOORE,Moore,9021,3019,0,0
G3701270,1870,North Carolina,370,Nash,NASH,Nash,6356,4721,0,0
G3701290,1870,North Carolina,370,New Hanover,NEW HANOVER,New Hanover,11779,16199,0,0
G3701310,1870,North Carolina,370,Northampton,NORTHAMPTON,Northampton,6239,8510,0,0
G3701330,1870,North Carolina,370,Onslow,ONSLOW,Onslow,5173,2396,0,0
G3701350,1870,North Carolina,370,Orange,ORANGE,Orange,11087,6420,0,0
G3701390,1870,North Carolina,370,Pasquotank,PASQUOTANK,Pasquotank,4180,3951,0,0
G3701430,1870,North Carolina,370,Perquimans,PERQUIMANS,Perquimans,3947,3998,0,0
G3701450,1870,North Carolina,370,Person,PERSON,Person,6066,5104,0,0
G3701470,1870,North Carolina,370,Pitt,PITT,Pitt,8862,8414,0,0
G3701490,1870,North Carolina,370,Polk,POLK,Polk,3341,978,0,0
G3701510,1870,North Carolina,370,Randolph,RANDOLPH,Randolph,14945,2606,0,0
G3701530,1870,North Carolina,370,Richmond,RICHMOND,Richmond,6284,6598,0,0
G3701550,1870,North Carolina,370,Robeson,ROBESON,Robeson,8892,7370,0,0
G3701570,1870,North Carolina,370,Rockingham,ROCKINGHAM,Rockingham,9493,6215,0,0
G3701590,1870,North Carolina,370,Rowan,ROWAN,Rowan,11503,5307,0,0
G3701610,1870,North Carolina,370,Rutherford,RUTHERFORD,Rutherford,10479,2642,0,0
G3701630,1870,North Carolina,370,Sampson,SAMPSON,Sampson,9953,6483,0,0
G3701670,1870,North Carolina,370,Stanly,STANLY,Stanly,7026,1289,0,0
G3701690,1870,North Carolina,370,Stokes,STOKES,Stokes,8600,2608,0,0
G3701710,1870,North Carolina,370,Surry,SURRY,Surry,9692,1560,0,0
G3701750,1870,North Carolina,370,Transylvania,TRANSYLVANIA,Transylvania,3227,309,0,0
G3701770,1870,North Carolina,370,Tyrrell,TYRRELL,Tyrrell,2871,1302,0,0
G3701790,1870,North Carolina,370,Union,UNION,Union,9523,2694,0,0
G3701830,1870,North Carolina,370,Wake,WAKE,Wake,19426,16184,0,7
G3701850,1870,North Carolina,370,Warren,WARREN,Warren,5276,12492,0,0
G3701870,1870,North Carolina,370,Washington,WASHINGTON,Washington,3739,2777,0,0
G3701890,1870,North Carolina,370,Watauga,WATAUGA,Watauga,5061,226,0,0
G3701910,1870,North Carolina,370,Wayne,WAYNE,Wayne,10004,8140,0,0
G3701930,1870,North Carolina,370,Wilkes,WILKES,Wilkes,13877,1662,0,0
G3701950,1870,North Carolina,370,Wilson,WILSON,Wilson,7185,5073,0,0
G3701970,1870,North Carolina,370,Yadkin,YADKIN,Yadkin,9253,1444,0,0
G3701990,1870,North Carolina,370,Yancey,YANCEY,Yancey,5601,308,0,0
G3900010,1870,Ohio,390,Adams,ADAMS,Adams,20377,373,0,0
G3900030,1870,Ohio,390,Allen,ALLEN,Allen,23410,213,0,0
G3900050,1870,Ohio,390,Ashland,ASHLAND,Ashland,21907,26,0,0
G3900070,1870,Ohio,390,Ashtabula,ASHTABULA,Ashtabula,32365,151,0,1
G3900090,1870,Ohio,390,Athens,ATHENS,Athens,22995,773,0,0
G3900110,1870,Ohio,390,Auglaize,AUGLAIZE,Auglaize,19979,61,0,1
G3900130,1870,Ohio,390,Belmont,BELMONT,Belmont,38406,1307,0,1
G3900150,1870,Ohio,390,Brown,BROWN,Brown,28735,2067,0,0
G3900170,1870,Ohio,390,Butler,BUTLER,Butler,38921,988,0,3
G3900190,1870,Ohio,390,Carroll,CARROLL,Carroll,14433,58,0,0
G3900210,1870,Ohio,390,Champaign,CHAMPAIGN,Champaign,23078,1110,0,0
G3900230,1870,Ohio,390,Clark,CLARK,Clark,30014,2056,0,0
G3900250,1870,Ohio,390,Clermont,CLERMONT,Clermont,32638,1629,0,1
G3900270,1870,Ohio,390,Clinton,CLINTON,Clinton,20769,1145,0,0
G3900290,1870,Ohio,390,Columbiana,COLUMBIANA,Columbiana,37814,485,0,0
G3900310,1870,Ohio,390,Coshocton,COSHOCTON,Coshocton,23567,33,0,0
G3900330,1870,Ohio,390,Crawford,CRAWFORD,Crawford,25454,101,0,1
G3900350,1870,Ohio,390,Cuyahoga,CUYAHOGA,Cuyahoga,130564,1445,0,1
G3900370,1870,Ohio,390,Darke,DARKE,Darke,31717,561,0,0
G3900390,1870,Ohio,390,Defiance,DEFIANCE,Defiance,15608,111,0,0
G3900410,1870,Ohio,390,Delaware,DELAWARE,Delaware,24618,557,0,0
G3900430,1870,Ohio,390,Erie,ERIE,Erie,27845,342,0,1
G3900450,1870,Ohio,390,Fairfield,FAIRFIELD,Fairfield,30824,314,0,0
G3900470,1870,Ohio,390,Fayette,FAYETTE,Fayette,16095,1074,0,1
G3900490,1870,Ohio,390,Franklin,FRANKLIN,Franklin,60251,2768,0,0
G3900510,1870,Ohio,390,Fulton,FULTON,Fulton,17766,23,0,0
G3900530,1870,Ohio,390,Gallia,GALLIA,Gallia,22743,2802,0,0
G3900550,1870,Ohio,390,Geauga,GEAUGA,Geauga,14169,21,0,0
G3900570,1870,Ohio,390,Greene,GREENE,Greene,24199,3815,0,24
G3900590,1870,Ohio,390,Guernsey,GUERNSEY,Guernsey,23493,345,0,0
G3900610,1870,Ohio,390,Hamilton,HAMILTON,Hamilton,252934,7432,0,4
G3900630,1870,Ohio,390,Hancock,HANCOCK,Hancock,23730,117,0,0
G3900650,1870,Ohio,390,Hardin,HARDIN,Hardin,18440,274,0,0
G3900670,1870,Ohio,390,Harrison,HARRISON,Harrison,18197,485,0,0
G3900690,1870,Ohio,390,Henry,HENRY,Henry,14017,11,0,0
G3900710,1870,Ohio,390,Highland,HIGHLAND,Highland,27449,1684,0,0
G3900730,1870,Ohio,390,Hocking,HOCKING,Hocking,17783,142,0,0
G3900750,1870,Ohio,390,Holmes,HOLMES,Holmes,18173,4,0,0
G3900770,1870,Ohio,390,Huron,HURON,Huron,28332,200,0,0
G3900790,1870,Ohio,390,Jackson,JACKSON,Jackson,20970,789,0,0
G3900810,1870,Ohio,390,Jefferson,JEFFERSON,Jefferson,28183,1005,0,0
G3900830,1870,Ohio,390,Knox,KNOX,Knox,26144,186,0,3
G3900850,1870,Ohio,390,Lake,LAKE,Lake,15835,100,0,0
G3900870,1870,Ohio,390,Lawrence,LAWRENCE,Lawrence,30120,1241,1,18
G3900890,1870,Ohio,390,Licking,LICKING,Licking,35513,243,0,0
G3900910,1870,Ohio,390,Logan,LOGAN,Logan,22066,962,0,0
G3900930,1870,Ohio,390,Lorain,LORAIN,Lorain,29196,1106,0,6
G3900950,1870,Ohio,390,Lucas,LUCAS,Lucas,45944,776,0,2
G3900970,1870,Ohio,390,Madison,MADISON,Madison,14928,705,0,0
G3900990,1870,Ohio,390,Mahoning,MAHONING,Mahoning,30744,257,0,0
G3901010,1870,Ohio,390,Marion,MARION,Marion,16087,97,0,0
G3901030,1870,Ohio,390,Medina,MEDINA,Medina,20042,50,0,0
G3901050,1870,Ohio,390,Meigs,MEIGS,Meigs,29841,1624,0,0
G3901070,1870,Ohio,390,Mercer,MERCER,Mercer,16810,444,0,0
G3901090,1870,Ohio,390,Miami,MIAMI,Miami,31691,1049,0,0
G3901110,1870,Ohio,390,Monroe,MONROE,Monroe,25676,103,0,0
G3901130,1870,Ohio,390,Montgomery,MONTGOMERY,Montgomery,63197,809,0,0
G3901150,1870,Ohio,390,Morgan,MORGAN,Morgan,20127,236,0,0
G3901170,1870,Ohio,390,Morrow,MORROW,Morrow,18440,143,0,0
G3901190,1870,Ohio,390,Muskingum,MUSKINGUM,Muskingum,43719,1166,0,1
G3901210,1870,Ohio,390,Noble,NOBLE,Noble,19864,85,0,0
G3901230,1870,Ohio,390,Ottawa,OTTAWA,Ottawa,13272,92,0,0
G3901250,1870,Ohio,390,Paulding,PAULDING,Paulding,8069,475,0,0
G3901270,1870,Ohio,390,Perry,PERRY,Perry,18366,80,0,7
G3901290,1870,Ohio,390,Pickaway,PICKAWAY,Pickaway,23795,1080,0,0
G3901310,1870,Ohio,390,Pike,PIKE,Pike,14304,1142,0,1
G3901330,1870,Ohio,390,Portage,PORTAGE,Portage,24479,105,0,0
G3901350,1870,Ohio,390,Preble,PREBLE,Preble,21390,419,0,0
G3901370,1870,Ohio,390,Putnam,PUTNAM,Putnam,17008,73,0,0
G3901390,1870,Ohio,390,Richland,RICHLAND,Richland,32372,144,0,0
G3901410,1870,Ohio,390,Ross,ROSS,Ross,33862,3230,0,5
G3901430,1870,Ohio,390,Sandusky,SANDUSKY,Sandusky,25360,143,0,0
G3901450,1870,Ohio,390,Scioto,SCIOTO,Scioto,28289,1013,0,0
G3901470,1870,Ohio,390,Seneca,SENECA,Seneca,30668,159,0,0
G3901490,1870,Ohio,390,Shelby,SHELBY,Shelby,20142,600,0,6
G3901510,1870,Ohio,390,Stark,STARK,Stark,52190,318,0,0
G3901530,1870,Ohio,390,Summit,SUMMIT,Summit,34373,299,0,2
G3901550,1870,Ohio,390,Trumbull,TRUMBULL,Trumbull,38425,233,0,1
G3901570,1870,Ohio,390,Tuscarawas,TUSCARAWAS,Tuscarawas,33724,116,0,0
G3901590,1870,Ohio,390,Union,UNION,Union,18387,343,0,0
G3901610,1870,Ohio,390,Van Wert,VAN WERT,Van Wert,15619,204,0,0
G3901630,1870,Ohio,390,Vinton,VINTON,Vinton,14819,208,0,0
G3901650,1870,Ohio,390,Warren,WARREN,Warren,25511,1178,0,0
G3901670,1870,Ohio,390,Washington,WASHINGTON,Washington,39551,1058,0,0
G3901690,1870,Ohio,390,Wayne,WAYNE,Wayne,35061,55,0,0
G3901710,1870,Ohio,390,Williams,WILLIAMS,Williams,20949,42,0,0
G3901730,1870,Ohio,390,Wood,WOOD,Wood,24553,43,0,0
G3901750,1870,Ohio,390,Wyandot,WYANDOT,Wyandot,18462,82,0,9
G4100010,1870,Oregon,410,Baker,BAKER,Baker,2121,1,680,2
G4100030,1870,Oregon,410,Benton,BENTON,Benton,4569,10,0,5
G4100050,1870,Oregon,410,Clackamas,CLACKAMAS,Clackamas,5914,23,50,6
G4100070,1870,Oregon,410,Clatsop,CLATSOP,Clatsop,1221,8,13,13
G4100090,1870,Oregon,410,Columbia,COLUMBIA,Columbia,860,0,0,3
G4100110,1870,Oregon,410,Coos,COOS,Coos,1619,0,13,12
G4100150,1870,Oregon,410,Curry,CURRY,Curry,481,3,12,8
G4100190,1870,Oregon,410,Douglas,DOUGLAS,Douglas,5926,4,76,60
G4100230,1870,Oregon,410,Grant,GRANT,Grant,1304,5,940,2
G4100290,1870,Oregon,410,Jackson,JACKSON,Jackson,4064,28,634,52
G4100330,1870,Oregon,410,Josephine,JOSEPHINE,Josephine,955,0,223,26
G4100390,1870,Oregon,410,Lane,LANE,Lane,6417,0,7,2
G4100430,1870,Oregon,410,Linn,LINN,Linn,8708,7,2,0
G4100470,1870,Oregon,410,Marion,MARION,Marion,9854,62,27,22
G4100510,1870,Oregon,410,Multnomah,MULTNOMAH,Multnomah,10806,163,508,33
G4100530,1870,Oregon,410,Polk,POLK,Polk,4693,6,2,0
G4100570,1870,Oregon,410,Tillamook,TILLAMOOK,Tillamook,391,0,0,17
G4100590,1870,Oregon,410,Umatilla,UMATILLA,Umatilla,2840,2,70,4
G4100610,1870,Oregon,410,Union,UNION,Union,2505,1,45,1
G4100650,1870,Oregon,410,Wasco,WASCO,Wasco,2452,21,27,9
G4100670,1870,Oregon,410,Washington,WASHINGTON,Washington,4222,0,0,39
G4100710,1870,Oregon,410,Yamhill,YAMHILL,Yamhill,5007,2,1,2
G4200010,1870,Pennsylvania,420,Adams,ADAMS,Adams,29750,565,0,0
G4200030,1870,Pennsylvania,420,Allegheny,ALLEGHENY,Allegheny,257743,4459,0,2
G4200050,1870,Pennsylvania,420,Armstrong,ARMSTRONG,Armstrong,43202,179,0,1
G4200070,1870,Pennsylvania,420,Beaver,BEAVER,Beaver,35818,330,0,0
G4200090,1870,Pennsylvania,420,Bedford,BEDFORD,Bedford,29150,485,0,0
G4200110,1870,Pennsylvania,420,Berks,BERKS,Berks,106269,424,0,8
G4200130,1870,Pennsylvania,420,Blair,BLAIR,Blair,37665,386,0,0
G4200150,1870,Pennsylvania,420,Bradford,BRADFORD,Bradford,52715,489,0,0
G4200170,1870,Pennsylvania,420,Bucks,BUCKS,Bucks,62532,1803,0,1
G4200190,1870,Pennsylvania,420,Butler,BUTLER,Butler,36468,42,0,0
G4200210,1870,Pennsylvania,420,Cambria,CAMBRIA,Cambria,36471,98,0,0
G4200230,1870,Pennsylvania,420,Cameron,CAMERON,Cameron,4261,12,0,0
G4200250,1870,Pennsylvania,420,Carbon,CARBON,Carbon,28079,65,0,0
G4200270,1870,Pennsylvania,420,Centre,CENTRE,Centre,34152,266,0,0
G4200290,1870,Pennsylvania,420,Chester,CHESTER,Chester,71569,6233,0,3
G4200310,1870,Pennsylvania,420,Clarion,CLARION,Clarion,26511,26,0,0
G4200330,1870,Pennsylvania,420,Clearfield,CLEARFIELD,Clearfield,25606,135,0,0
G4200350,1870,Pennsylvania,420,Clinton,CLINTON,Clinton,23016,195,0,0
G4200370,1870,Pennsylvania,420,Columbia,COLUMBIA,Columbia,28622,144,0,0
G4200390,1870,Pennsylvania,420,Crawford,CRAWFORD,Crawford,63350,481,0,1
G4200410,1870,Pennsylvania,420,Cumberland,CUMBERLAND,Cumberland,41895,2015,0,2
G4200430,1870,Pennsylvania,420,Dauphin,DAUPHIN,Dauphin,57768,2972,0,0
G4200450,1870,Pennsylvania,420,Delaware,DELAWARE,Delaware,36659,2744,0,0
G4200470,1870,Pennsylvania,420,Elk,ELK,Elk,8424,64,0,0
G4200490,1870,Pennsylvania,420,Erie,ERIE,Erie,65584,389,0,0
G4200510,1870,Pennsylvania,420,Fayette,FAYETTE,Fayette,41780,1503,1,0
G4200530,1870,Pennsylvania,420,Forest,FOREST,Forest,4003,7,0,0
G4200550,1870,Pennsylvania,420,Franklin,FRANKLIN,Franklin,42903,2462,0,0
G4200570,1870,Pennsylvania,420,Fulton,FULTON,Fulton,9209,151,0,0
G4200590,1870,Pennsylvania,420,Greene,GREENE,Greene,25374,513,0,0
G4200610,1870,Pennsylvania,420,Huntingdon,HUNTINGDON,Huntingdon,30952,299,0,0
G4200630,1870,Pennsylvania,420,Indiana,INDIANA,Indiana,35952,186,0,0
G4200650,1870,Pennsylvania,420,Jefferson,JEFFERSON,Jefferson,21588,68,0,0
G4200670,1870,Pennsylvania,420,Juniata,JUNIATA,Juniata,17164,226,0,0
G4200710,1870,Pennsylvania,420,Lancaster,LANCASTER,Lancaster,118479,2861,0,0
G4200730,1870,Pennsylvania,420,Lawrence,LAWRENCE,Lawrence,27181,117,0,0
G4200750,1870,Pennsylvania,420,Lebanon,LEBANON,Lebanon,34022,74,0,0
G4200770,1870,Pennsylvania,420,Lehigh,LEHIGH,Lehigh,56756,40,0,0
G4200790,1870,Pennsylvania,420,Luzerne,LUZERNE,Luzerne,160149,766,0,0
G4200810,1870,Pennsylvania,420,Lycoming,LYCOMING,Lycoming,46775,851,0,0
G4200830,1870,Pennsylvania,420,McKean,MCKEAN,Mckean,8801,24,0,0
G4200850,1870,Pennsylvania,420,Mercer,MERCER,Mercer,49700,277,0,0
G4200870,1870,Pennsylvania,420,Mifflin,MIFFLIN,Mifflin,17285,223,0,0
G4200890,1870,Pennsylvania,420,Monroe,MONROE,Monroe,18157,205,0,0
G4200910,1870,Pennsylvania,420,Montgomery,MONTGOMERY,Montgomery,80375,1237,0,0
G4200930,1870,Pennsylvania,420,Montour,MONTOUR,Montour,15265,79,0,0
G4200950,1870,Pennsylvania,420,Northampton,NORTHAMPTON,Northampton,61245,186,0,1
G4200970,1870,Pennsylvania,420,Northumberland,NORTHUMBERLAND,Northumberland,41311,133,0,0
G4200990,1870,Pennsylvania,420,Perry,PERRY,Perry,25307,140,0,0
G4201010,1870,Pennsylvania,420,Philadelphia,PHILADELPHIA,Philadelphia,651854,22147,13,8
G4201030,1870,Pennsylvania,420,Pike,PIKE,Pike,8323,113,0,0
G4201050,1870,Pennsylvania,420,Potter,POTTER,Potter,11243,22,0,0
G4201070,1870,Pennsylvania,420,Schuylkill,SCHUYLKILL,Schuylkill,116044,384,0,0
G4201090,1870,Pennsylvania,420,Snyder,SNYDER,Snyder,15573,33,0,0
G4201110,1870,Pennsylvania,420,Somerset,SOMERSET,Somerset,28181,45,0,0
G4201130,1870,Pennsylvania,420,Sullivan,SULLIVAN,Sullivan,6186,5,0,0
G4201150,1870,Pennsylvania,420,Susquehanna,SUSQUEHANNA,Susquehanna,37274,249,0,0
G4201170,1870,Pennsylvania,420,Tioga,TIOGA,Tioga,35003,94,0,0
G4201190,1870,Pennsylvania,420,Union,UNION,Union,15403,162,0,0
G4201210,1870,Pennsylvania,420,Venango,VENANGO,Venango,47492,433,0,0
G4201230,1870,Pennsylvania,420,Warren,WARREN,Warren,23787,104,0,6
G4201250,1870,Pennsylvania,420,Washington,WASHINGTON,Washington,46452,2031,0,0
G4201270,1870,Pennsylvania,420,Wayne,WAYNE,Wayne,33147,41,0,0
G4201290,1870,Pennsylvania,420,Westmoreland,WESTMORELAND,Westmoreland,58160,559,0,0
G4201310,1870,Pennsylvania,420,Wyoming,WYOMING,Wyoming,14575,10,0,0
G4201330,1870,Pennsylvania,420,York,YORK,York,74900,1233,0,1
G4400010,1870,Rhode Island,440,Bristol,BRISTOL,Bristol,9233,187,0,1
G4400030,1870,Rhode Island,440,Kent,KENT,Kent,18257,337,0,1
G4400050,1870,Rhode Island,440,Newport,NEWPORT,Newport,19115,931,0,4
G4400070,1870,Rhode Island,440,Providence,PROVIDENCE,Providence,146246,2911,0,33
G4400090,1870,Rhode Island,440,Washington,WASHINGTON,Washington,19368,614,0,115
G4500010,1870,South Carolina,450,Abbeville,ABBEVILLE,Abbeville,10916,20213,0,0
G4500070,1870,South Carolina,450,Anderson,ANDERSON,Anderson,14456,9593,0,0
G4500110,1870,South Carolina,450,Barnwell,BARNWELL,Barnwell,13578,22146,0,0
G4500130,1870,South Carolina,450,Beaufort,BEAUFORT,Beaufort,5309,29050,0,0
G4500190,1870,South Carolina,450,Charleston,CHARLESTON,Charleston,28204,60603,0,56
G4500230,1870,South Carolina,450,Chester,CHESTER,Chester,6290,12513,0,2
G4500250,1870,South Carolina,450,Chesterfield,CHESTERFIELD,Chesterfield,6275,4309,0,0
G4500270,1870,South Carolina,450,Clarendon,CLARENDON,Clarendon,4660,9366,0,12
G4500290,1870,South Carolina,450,Colleton,COLLETON,Colleton,8909,16492,0,9
G4500310,1870,South Carolina,450,Darlington,DARLINGTON,Darlington,10097,16146,0,0
G4500370,1870,South Carolina,450,Edgefield,EDGEFIELD,Edgefield,17040,25417,0,29
G4500390,1870,South Carolina,450,Fairfield,FAIRFIELD,Fairfield,5787,14101,0,0
G4500430,1870,South Carolina,450,Georgetown,GEORGETOWN,Georgetown,2773,13388,0,0
G4500450,1870,South Carolina,450,Greenville,GREENVILLE,Greenville,15121,7141,0,0
G4500510,1870,South Carolina,450,Horry,HORRY,Horry,7486,3235,0,0
G4500550,1870,South Carolina,450,Kershaw,KERSHAW,Kershaw,3809,7945,0,0
G4500570,1870,South Carolina,450,Lancaster,LANCASTER,Lancaster,6159,5924,0,4
G4500590,1870,South Carolina,450,Laurens,LAURENS,Laurens,9904,12632,0,0
G4500630,1870,South Carolina,450,Lexington,LEXINGTON,Lexington,8452,4536,0,0
G4500670,1870,South Carolina,450,Marion,MARION,Marion,11428,10732,0,0
G4500690,1870,South Carolina,450,Marlboro,MARLBORO,Marlboro,5146,6668,0,0
G4500710,1870,South Carolina,450,Newberry,NEWBERRY,Newberry,7457,13318,0,0
G4500730,1870,South Carolina,450,Oconee,OCONEE,Oconee,8114,2422,0,0
G4500750,1870,South Carolina,450,Orangeburg,ORANGEBURG,Orangeburg,5709,11156,0,0
G4500770,1870,South Carolina,450,Pickens,PICKENS,Pickens,7730,2538,0,1
G4500790,1870,South Carolina,450,Richland,RICHLAND,Richland,7842,15177,1,5
G4500830,1870,South Carolina,450,Spartanburg,SPARTANBURG,Spartanburg,17375,8408,0,1
G4500850,1870,South Carolina,450,Sumter,SUMTER,Sumter,7463,17805,0,0
G4500870,1870,South Carolina,450,Union,UNION,Union,8718,10530,0,0
G4500890,1870,South Carolina,450,Williamsburg,WILLIAMSBURG,Williamsburg,5346,10143,0,0
G4500910,1870,South Carolina,450,York,YORK,York,12114,12167,0,5
G4700010,1870,Tennessee,470,Anderson,ANDERSON,Anderson,7773,928,0,3
G4700030,1870,Tennessee,470,Bedford,BEDFORD,Bedford,17849,6484,0,0
G4700050,1870,Tennessee,470,Benton,BENTON,Benton,7782,452,0,0
