GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,COUNTYA,AREANAME,total_population,total_white,free_black,total_slave
G4200750,1850,Pennsylvania,420,Lebanon,LEBANON,750,Lebanon,26071,25985,86,0
G4200770,1850,Pennsylvania,420,Lehigh,LEHIGH,770,Lehigh,32479,32431,48,0
G4200790,1850,Pennsylvania,420,Luzerne,LUZERNE,790,Luzerne,56072,55699,373,0
G4200810,1850,Pennsylvania,420,Lycoming,LYCOMING,810,Lycoming,26257,25890,367,0
G4200830,1850,Pennsylvania,420,McKean,MCKEAN,830,Mckean,5254,5218,36,0
G4200850,1850,Pennsylvania,420,Mercer,MERCER,850,Mercer,33172,32881,291,0
G4200870,1850,Pennsylvania,420,Mifflin,MIFFLIN,870,Mifflin,14980,14570,410,0
G4200890,1850,Pennsylvania,420,Monroe,MONROE,890,Monroe,13270,13170,100,0
G4200910,1850,Pennsylvania,420,Montgomery,MONTGOMERY,910,Montgomery,58291,57434,857,0
G4200930,1850,Pennsylvania,420,Montour,MONTOUR,930,Montour,13239,13155,84,0
G4200950,1850,Pennsylvania,420,Northampton,NORTHAMPTON,950,Northampton,40235,40099,136,0
G4200970,1850,Pennsylvania,420,Northumberland,NORTHUMBERLAND,970,Northumberland,23272,23180,92,0
G4200990,1850,Pennsylvania,420,Perry,PERRY,990,Perry,20088,19953,135,0
G4201010,1850,Pennsylvania,420,Philadelphia,PHILADELPHIA,1010,Philadelphia,408762,389001,19761,0
G4201030,1850,Pennsylvania,420,Pike,PIKE,1030,Pike,5881,5692,189,0
G4201050,1850,Pennsylvania,420,Potter,POTTER,1050,Potter,6048,6042,6,0
G4201070,1850,Pennsylvania,420,Schuylkill,SCHUYLKILL,1070,Schuylkill,60713,60305,408,0
G4201110,1850,Pennsylvania,420,Somerset,SOMERSET,1110,Somerset,24416,24317,99,0
G4201130,1850,Pennsylvania,420,Sullivan,SULLIVAN,1130,Sullivan,3694,3683,11,0
G4201150,1850,Pennsylvania,420,Susquehanna,SUSQUEHANNA,1150,Susquehanna,28688,28528,160,0
G4201170,1850,Pennsylvania,420,Tioga,TIOGA,1170,Tioga,23987,23889,98,0
G4201190,1850,Pennsylvania,420,Union,UNION,1190,Union,26083,25982,101,0
G4201210,1850,Pennsylvania,420,Venango,VENANGO,1210,Venango,18310,18270,40,0
G4201230,1850,Pennsylvania,420,Warren,WARREN,1230,Warren,13671,13593,78,0
G4201250,1850,Pennsylvania,420,Washington,WASHINGTON,1250,Washington,44939,43380,1559,0
G4201270,1850,Pennsylvania,420,Wayne,WAYNE,1270,Wayne,21890,21841,49,0
G4201290,1850,Pennsylvania,420,Westmoreland,WESTMORELAND,1290,Westmoreland,51726,51280,446,0
G4201310,1850,Pennsylvania,420,Wyoming,WYOMING,1310,Wyoming,10655,10650,5,0
G4201330,1850,Pennsylvania,420,York,YORK,1330,York,57450,56325,1125,0
G4400010,1850,Rhode Island,440,Bristol,BRISTOL,10,Bristol,8514,8203,311,0
G4400030,1850,Rhode Island,440,Kent,KENT,30,Kent,15068,14839,229,0
G4400050,1850,Rhode Island,440,Newport,NEWPORT,50,Newport,20007,19225,782,0
G4400070,1850,Rhode Island,440,Providence,PROVIDENCE,70,Providence,87526,85708,1818,0
G4400090,1850,Rhode Island,440,Washington,WASHINGTON,90,Washington,16430,15900,530,0
G4500010,1850,South Carolina,450,Abbeville,ABBEVILLE,10,Abbeville,32318,12699,357,19262
G4500070,1850,South Carolina,450,Anderson,ANDERSON,70,Anderson,21475,13867,94,7514
G4500110,1850,South Carolina,450,Barnwell,BARNWELL,110,Barnwell,26608,12289,311,14008
G4500130,1850,South Carolina,450,Beaufort,BEAUFORT,130,Beaufort,38805,5947,579,32279
G4500190,1850,South Carolina,450,Charleston,CHARLESTON,190,Charleston,72805,24580,3849,44376
G4500230,1850,South Carolina,450,Chester,CHESTER,230,Chester,18038,8003,148,9887
G4500250,1850,South Carolina,450,Chesterfield,CHESTERFIELD,250,Chesterfield,10790,6678,218,3894
G4500290,1850,South Carolina,450,Colleton,COLLETON,290,Colleton,39505,7403,331,31771
G4500310,1850,South Carolina,450,Darlington,DARLINGTON,310,Darlington,16831,6747,43,10041
G4500370,1850,South Carolina,450,Edgefield,EDGEFIELD,370,Edgefield,39262,16252,285,22725
G4500390,1850,South Carolina,450,Fairfield,FAIRFIELD,390,Fairfield,21404,7068,90,14246
G4500430,1850,South Carolina,450,Georgetown,GEORGETOWN,430,Georgetown,20647,2193,201,18253
G4500450,1850,South Carolina,450,Greenville,GREENVILLE,450,Greenville,20156,13370,95,6691
G4500510,1850,South Carolina,450,Horry,HORRY,510,Horry,7646,5522,49,2075
G4500550,1850,South Carolina,450,Kershaw,KERSHAW,550,Kershaw,14473,4681,214,9578
G4500570,1850,South Carolina,450,Lancaster,LANCASTER,570,Lancaster,10988,5857,117,5014
G4500590,1850,South Carolina,450,Laurens,LAURENS,590,Laurens,23407,11370,84,11953
G4500630,1850,South Carolina,450,Lexington,LEXINGTON,630,Lexington,12930,7350,23,5557
G4500670,1850,South Carolina,450,Marion,MARION,670,Marion,17407,9781,106,7520
G4500690,1850,South Carolina,450,Marlboro,MARLBORO,690,Marlboro,10789,5033,156,5600
G4500710,1850,South Carolina,450,Newberry,NEWBERRY,710,Newberry,20143,7242,213,12688
G4500750,1850,South Carolina,450,Orangeburg,ORANGEBURG,750,Orangeburg,23582,8120,78,15384
G4500770,1850,South Carolina,450,Pickens,PICKENS,770,Pickens,16904,13105,120,3679
G4500790,1850,South Carolina,450,Richland,RICHLAND,790,Richland,20243,6764,501,12978
G4500830,1850,South Carolina,450,Spartanburg,SPARTANBURG,830,Spartanburg,26400,18311,50,8039
G4500850,1850,South Carolina,450,Sumter,SUMTER,850,Sumter,33220,9813,342,23065
G4500870,1850,South Carolina,450,Union,UNION,870,Union,19851,9317,142,10392
G4500890,1850,South Carolina,450,Williamsburg,WILLIAMSBURG,890,Williamsburg,12447,3902,37,8508
G4500910,1850,South Carolina,450,York,YORK,910,York,19433,11299,127,8007
G4700010,1850,Tennessee,470,Anderson,ANDERSON,10,Anderson,6938,6391,41,506
G4700030,1850,Tennessee,470,Bedford,BEDFORD,30,Bedford,21511,15937,72,5502
G4700050,1850,Tennessee,470,Benton,BENTON,50,Benton,6315,5931,21,363
G4700070,1850,Tennessee,470,Bledsoe,BLEDSOE,70,Bledsoe,5959,5036,96,827
G4700090,1850,Tennessee,470,Blount,BLOUNT,90,Blount,12424,11213,127,1084
G4700110,1850,Tennessee,470,Bradley,BRADLEY,110,Bradley,12259,11478,37,744
G4700130,1850,Tennessee,470,Campbell,CAMPBELL,130,Campbell,6068,5651,99,318
G4700150,1850,Tennessee,470,Cannon,CANNON,150,Cannon,8982,8115,24,843
G4700170,1850,Tennessee,470,Carroll,CARROLL,170,Carroll,15967,12815,17,3135
G4700190,1850,Tennessee,470,Carter,CARTER,190,Carter,6296,5911,32,353
G4700250,1850,Tennessee,470,Claiborne,CLAIBORNE,250,Claiborne,9369,8610,99,660
G4700290,1850,Tennessee,470,Cocke,COCKE,290,Cocke,8300,7501,80,719
G4700310,1850,Tennessee,470,Coffee,COFFEE,310,Coffee,8351,7074,10,1267
G4700370,1850,Tennessee,470,Davidson,DAVIDSON,370,Davidson,38882,23853,854,14175
G4700390,1850,Tennessee,470,Decatur,DECATUR,390,Decatur,6003,5263,17,723
G4700410,1850,Tennessee,470,DeKalb,DEKALB,410,De Kalb,8016,7331,17,668
G4700430,1850,Tennessee,470,Dickson,DICKSON,430,Dickson,8404,6285,1,2118
G4700450,1850,Tennessee,470,Dyer,DYER,450,Dyer,6361,4884,9,1468
G4700470,1850,Tennessee,470,Fayette,FAYETTE,470,Fayette,26719,11416,39,15264
G4700490,1850,Tennessee,470,Fentress,FENTRESS,490,Fentress,4454,4305,1,148
G4700510,1850,Tennessee,470,Franklin,FRANKLIN,510,Franklin,13768,10085,60,3623
G4700530,1850,Tennessee,470,Gibson,GIBSON,530,Gibson,19548,15286,68,4194
G4700550,1850,Tennessee,470,Giles,GILES,550,Giles,25949,16518,73,9358
G4700570,1850,Tennessee,470,Grainger,GRAINGER,570,Grainger,12370,11170,165,1035
G4700590,1850,Tennessee,470,Greene,GREENE,590,Greene,17824,16526,205,1093
G4700610,1850,Tennessee,470,Grundy,GRUNDY,610,Grundy,2773,2522,15,236
G4700650,1850,Tennessee,470,Hamilton,HAMILTON,650,Hamilton,10075,9216,187,672
G4700670,1850,Tennessee,470,Hancock,HANCOCK,670,Hancock,5660,5447,11,202
G4700690,1850,Tennessee,470,Hardeman,HARDEMAN,690,Hardeman,17456,10308,40,7108
G4700710,1850,Tennessee,470,Hardin,HARDIN,710,Hardin,10328,9040,31,1257
G4700730,1850,Tennessee,470,Hawkins,HAWKINS,730,Hawkins,13370,11567,113,1690
G4700750,1850,Tennessee,470,Haywood,HAYWOOD,750,Haywood,17259,8711,50,8498
G4700770,1850,Tennessee,470,Henderson,HENDERSON,770,Henderson,13164,10570,2,2592
G4700790,1850,Tennessee,470,Henry,HENRY,790,Henry,18233,13387,25,4821
G4700810,1850,Tennessee,470,Hickman,HICKMAN,810,Hickman,9397,7559,22,1816
G4700850,1850,Tennessee,470,Humphreys,HUMPHREYS,850,Humphreys,6422,5304,21,1097
G4700870,1850,Tennessee,470,Jackson,JACKSON,870,Jackson,15673,14000,115,1558
G4700890,1850,Tennessee,470,Jefferson,JEFFERSON,890,Jefferson,13204,11458,118,1628
G4700910,1850,Tennessee,470,Johnson,JOHNSON,910,Johnson,3705,3485,14,206
G4700930,1850,Tennessee,470,Knox,KNOX,930,Knox,18807,16385,229,2193
G4700970,1850,Tennessee,470,Lauderdale,LAUDERDALE,970,Lauderdale,5169,3397,6,1766
G4700990,1850,Tennessee,470,Lawrence,LAWRENCE,990,Lawrence,9280,8094,24,1162
G4701010,1850,Tennessee,470,Lewis,LEWIS,1010,Lewis,4438,3694,8,736
G4701030,1850,Tennessee,470,Lincoln,LINCOLN,1030,Lincoln,23492,17802,69,5621
G4701070,1850,Tennessee,470,McMinn,MCMINN,1070,Mcminn,13906,12286,52,1568
G4701090,1850,Tennessee,470,McNairy,MCNAIRY,1090,Mcnairy,12864,11447,24,1393
G4701110,1850,Tennessee,470,Macon,MACON,1110,Macon,6948,6122,60,766
G4701130,1850,Tennessee,470,Madison,MADISON,1130,Madison,21470,12857,61,8552
G4701150,1850,Tennessee,470,Marion,MARION,1150,Marion,6314,5718,45,551
G4701170,1850,Tennessee,470,Marshall,MARSHALL,1170,Marshall,15616,11915,67,3634
G4701190,1850,Tennessee,470,Maury,MAURY,1190,Maury,29520,16759,91,12670
G4701210,1850,Tennessee,470,Meigs,MEIGS,1210,Meigs,4879,4480,4,395
G4701230,1850,Tennessee,470,Monroe,MONROE,1230,Monroe,11874,10623,63,1188
G4701250,1850,Tennessee,470,Montgomery,MONTGOMERY,1250,Montgomery,21045,11900,74,9071
G4701290,1850,Tennessee,470,Morgan,MORGAN,1290,Morgan,3430,3301,28,101
G4701310,1850,Tennessee,470,Obion,OBION,1310,Obion,7633,6572,4,1057
G4701330,1850,Tennessee,470,Overton,OVERTON,1330,Overton,11211,10088,58,1065
G4701350,1850,Tennessee,470,Perry,PERRY,1350,Perry,5821,5503,5,313
G4701390,1850,Tennessee,470,Polk,POLK,1390,Polk,6338,5884,54,400
G4701430,1850,Tennessee,470,Rhea,RHEA,1430,Rhea,4415,3951,28,436
G4701450,1850,Tennessee,470,Roane,ROANE,1450,Roane,12185,10525,116,1544
G4701470,1850,Tennessee,470,Robertson,ROBERTSON,1470,Robertson,16145,11503,26,4616
G4701490,1850,Tennessee,470,Rutherford,RUTHERFORD,1490,Rutherford,29122,16910,234,11978
G4701510,1850,Tennessee,470,Scott,SCOTT,1510,Scott,1905,1868,0,37
G4701550,1850,Tennessee,470,Sevier,SEVIER,1550,Sevier,6920,6450,67,403
G4701570,1850,Tennessee,470,Shelby,SHELBY,1570,Shelby,31157,16579,218,14360
G4701590,1850,Tennessee,470,Smith,SMITH,1590,Smith,18412,13709,186,4517
G4701610,1850,Tennessee,470,Stewart,STEWART,1610,Stewart,9719,7017,127,2575
G4701630,1850,Tennessee,470,Sullivan,SULLIVAN,1630,Sullivan,11742,10603,135,1004
G4701650,1850,Tennessee,470,Sumner,SUMNER,1650,Sumner,22717,14487,224,8006
G4701670,1850,Tennessee,470,Tipton,TIPTON,1670,Tipton,8887,4673,22,4192
G4701750,1850,Tennessee,470,Van Buren,VAN BUREN,1750,Van Buren,2674,2481,18,175
G4701770,1850,Tennessee,470,Warren,WARREN,1770,Warren,10179,8386,83,1710
G4701790,1850,Tennessee,470,Washington,WASHINGTON,1790,Washington,13861,12671,260,930
G4701810,1850,Tennessee,470,Wayne,WAYNE,1810,Wayne,8170,7232,8,930
G4701830,1850,Tennessee,470,Weakley,WEAKLEY,1830,Weakley,14608,11525,13,3070
G4701850,1850,Tennessee,470,White,WHITE,1850,White,11444,10101,129,1214
G4701870,1850,Tennessee,470,Williamson,WILLIAMSON,1870,Williamson,27201,14266,71,12864
G4701890,1850,Tennessee,470,Wilson,WILSON,1890,Wilson,27443,19913,403,7127
G4800010,1850,Texas,480,Anderson,ANDERSON,10,Anderson,2884,2284,0,600
G4800050,1850,Texas,480,Angelina,ANGELINA,50,Angelina,1165,945,24,196
G4800150,1850,Texas,480,Austin,AUSTIN,150,Austin,3841,2286,6,1549
G4800210,1850,Texas,480,Bastrop,BASTROP,210,Bastrop,3099,2180,0,919
G4800290,1850,Texas,480,Bexar,BEXAR,290,Bexar,6052,5633,30,389
G4800370,1850,Texas,480,Bowie,BOWIE,370,Bowie,2912,1271,0,1641
G4800390,1850,Texas,480,Brazoria,BRAZORIA,390,Brazoria,4841,1329,5,3507
G4800410,1850,Texas,480,Brazos,BRAZOS,410,Brazos,614,466,0,148
G4800510,1850,Texas,480,Burleson,BURLESON,510,Burleson,1713,1213,0,500
G4800550,1850,Texas,480,Caldwell,CALDWELL,550,Caldwell,1329,1054,1,274
G4800570,1850,Texas,480,Calhoun,CALHOUN,570,Calhoun,1110,867,9,234
G4800610,1850,Texas,480,Cameron,CAMERON,610,Cameron,8541,8469,19,53
G4800655,1850,Texas,480,Cass (old),CASS (OLD),655,Cass (old),4991,3089,0,1902
G4800730,1850,Texas,480,Cherokee,CHEROKEE,730,Cherokee,6673,5389,1,1283
G4800850,1850,Texas,480,Collin,COLLIN,850,Collin,1950,1816,0,134
G4800890,1850,Texas,480,Colorado,COLORADO,890,Colorado,2257,1534,0,723
G4800910,1850,Texas,480,Comal,COMAL,910,Comal,1723,1662,0,61
G4800970,1850,Texas,480,Cooke,COOKE,970,Cooke,220,219,0,1
G4801130,1850,Texas,480,Dallas,DALLAS,1130,Dallas,2743,2536,0,207
G4801210,1850,Texas,480,Denton,DENTON,1210,Denton,641,631,0,10
G4801230,1850,Texas,480,DeWitt,DEWITT,1230,De Witt,1716,1148,0,568
G4801390,1850,Texas,480,Ellis,ELLIS,1390,Ellis,989,902,10,77
G4801470,1850,Texas,480,Fannin,FANNIN,1470,Fannin,3788,3260,0,528
G4801490,1850,Texas,480,Fayette,FAYETTE,1490,Fayette,3756,2740,0,1016
G4801570,1850,Texas,480,Fort Bend,FORT BEND,1570,Fort Bend,2533,974,5,1554
G4801670,1850,Texas,480,Galveston,GALVESTON,1670,Galveston,4529,3785,30,714
G4801710,1850,Texas,480,Gillespie,GILLESPIE,1710,Gillespie,1240,1235,0,5
G4801750,1850,Texas,480,Goliad,GOLIAD,1750,Goliad,648,435,0,213
G4801770,1850,Texas,480,Gonzales,GONZALES,1770,Gonzales,1492,891,0,601
G4801810,1850,Texas,480,Grayson,GRAYSON,1810,Grayson,2008,1822,0,186
G4801850,1850,Texas,480,Grimes,GRIMES,1850,Grimes,4008,2326,2,1680
G4801870,1850,Texas,480,Guadalupe,GUADALUPE,1870,Guadalupe,1511,1171,5,335
G4802010,1850,Texas,480,Harris,HARRIS,2010,Harris,4668,3756,7,905
G4802030,1850,Texas,480,Harrison,HARRISON,2030,Harrison,11822,5604,5,6213
G4802090,1850,Texas,480,Hays,HAYS,2090,Hays,387,259,0,128
G4802130,1850,Texas,480,Henderson,HENDERSON,2130,Henderson,1237,1155,1,81
G4802230,1850,Texas,480,Hopkins,HOPKINS,2230,Hopkins,2623,2469,0,154
G4802250,1850,Texas,480,Houston,HOUSTON,2250,Houston,2721,2036,12,673
G4802310,1850,Texas,480,Hunt,HUNT,2310,Hunt,1520,1477,2,41
G4802390,1850,Texas,480,Jackson,JACKSON,2390,Jackson,996,627,30,339
G4802410,1850,Texas,480,Jasper,JASPER,2410,Jasper,1767,1226,0,541
G4802450,1850,Texas,480,Jefferson,JEFFERSON,2450,Jefferson,1836,1504,63,269
G4802570,1850,Texas,480,Kaufman,KAUFMAN,2570,Kaufman,1047,982,0,65
G4802770,1850,Texas,480,Lamar,LAMAR,2770,Lamar,3978,2893,0,1085
G4802850,1850,Texas,480,Lavaca,LAVACA,2850,Lavaca,1571,1139,0,432
G4802890,1850,Texas,480,Leon,LEON,2890,Leon,1946,1325,0,621
G4802910,1850,Texas,480,Liberty,LIBERTY,2910,Liberty,2522,1623,7,892
G4802930,1850,Texas,480,Limestone,LIMESTONE,2930,Limestone,2608,1990,0,618
G4803210,1850,Texas,480,Matagorda,MATAGORDA,3210,Matagorda,2124,913,3,1208
G4803250,1850,Texas,480,Medina,MEDINA,3250,Medina,909,881,0,28
G4803310,1850,Texas,480,Milam,MILAM,3310,Milam,2907,2469,2,436
G4803390,1850,Texas,480,Montgomery,MONTGOMERY,3390,Montgomery,2384,1439,0,945
G4803470,1850,Texas,480,Nacogdoches,NACOGDOCHES,3470,Nacogdoches,5193,3758,31,1404
G4803490,1850,Texas,480,Navarro,NAVARRO,3490,Navarro,2190,1943,1,246
G4803495,1850,Texas,480,Navarro-Ellis-Tarrant [multi-county reporting area],NAVARRO-ELLIS-TARRANT [MULTI-COUNTY REPORTING AREA],3495,Navarro-Ellis-Tarrant (multi-county reporting area),,,,
G4803510,1850,Texas,480,Newton,NEWTON,3510,Newton,1689,1255,8,426
G4803550,1850,Texas,480,Nueces,NUECES,3550,Nueces,698,650,1,47
G4803650,1850,Texas,480,Panola,PANOLA,3650,Panola,3871,2676,2,1193
G4803730,1850,Texas,480,Polk,POLK,3730,Polk,2348,1542,1,805
G4803870,1850,Texas,480,Red River,RED RIVER,3870,Red River,3906,2493,7,1406
G4803910,1850,Texas,480,Refugio,REFUGIO,3910,Refugio,288,269,0,19
G4803950,1850,Texas,480,Robertson,ROBERTSON,3950,Robertson,934,670,0,264
G4804010,1850,Texas,480,Rusk,RUSK,4010,Rusk,8148,6012,0,2136
G4804030,1850,Texas,480,Sabine,SABINE,4030,Sabine,2498,1556,0,942
G4804050,1850,Texas,480,San Augustine,SAN AUGUSTINE,4050,San Augustine,3648,2087,0,1561
G4804090,1850,Texas,480,San Patricio,SAN PATRICIO,4090,San Patricio,200,197,0,3
G4804190,1850,Texas,480,Shelby,SHELBY,4190,Shelby,4239,3278,0,961
G4804230,1850,Texas,480,Smith,SMITH,4230,Smith,4292,3575,0,717
G4804270,1850,Texas,480,Starr,STARR,4270,Starr,,,,
G4804390,1850,Texas,480,Tarrant,TARRANT,4390,Tarrant,664,599,0,65
G4804490,1850,Texas,480,Titus,TITUS,4490,Titus,3636,3168,1,467
G4804530,1850,Texas,480,Travis,TRAVIS,4530,Travis,3138,2336,11,791
G4804570,1850,Texas,480,Tyler,TYLER,4570,Tyler,1894,1476,0,418
G4804590,1850,Texas,480,Upshur,UPSHUR,4590,Upshur,3394,2712,0,682
G4804670,1850,Texas,480,Van Zandt,VAN ZANDT,4670,Van Zandt,1348,1308,0,40
G4804690,1850,Texas,480,Victoria,VICTORIA,4690,Victoria,2019,1396,52,571
G4804710,1850,Texas,480,Walker,WALKER,4710,Walker,3964,2663,0,1301
G4804770,1850,Texas,480,Washington,WASHINGTON,4770,Washington,5983,3166,0,2817
G4804790,1850,Texas,480,Webb,WEBB,4790,Webb,,,,
G4804810,1850,Texas,480,Wharton,WHARTON,4810,Wharton,1752,510,0,1242
G4804910,1850,Texas,480,Williamson,WILLIAMSON,4910,Williamson,1568,1410,3,155
G4950115,1850,Utah Territory,495,Davis,DAVIS,115,Davis,1134,1134,0,0
G4950235,1850,Utah Territory,495,Great Salt Lake,GREAT SALT LAKE,235,Great Salt Lake,6157,6142,15,0
G4950295,1850,Utah Territory,495,Iron,IRON,295,Iron,360,359,1,0
G4950535,1850,Utah Territory,495,Sanpete,SANPETE,535,San Pete,365,365,0,0
G4950615,1850,Utah Territory,495,Tooele,TOOELE,615,Tooele,152,152,0,0
G4950675,1850,Utah Territory,495,Utah,UTAH,675,Utah,2026,1992,8,26
G4950755,1850,Utah Territory,495,Weber,WEBER,755,Weber,1186,1186,0,0
G5000010,1850,Vermont,500,Addison,ADDISON,10,Addison,26549,26441,108,0
G5000030,1850,Vermont,500,Bennington,BENNINGTON,30,Bennington,18589,18511,78,0
G5000050,1850,Vermont,500,Caledonia,CALEDONIA,50,Caledonia,23595,23584,11,0
G5000070,1850,Vermont,500,Chittenden,CHITTENDEN,70,Chittenden,29036,28927,109,0
G5000090,1850,Vermont,500,Essex,ESSEX,90,Essex,4650,4647,3,0
G5000110,1850,Vermont,500,Franklin,FRANKLIN,110,Franklin,28586,28500,86,0
G5000130,1850,Vermont,500,Grand Isle,GRAND ISLE,130,Grand Isle,4145,4142,3,0
G5000150,1850,Vermont,500,Lamoille,LAMOILLE,150,Lamoille,10872,10869,3,0
G5000170,1850,Vermont,500,Orange,ORANGE,170,Orange,27296,27277,19,0
G5000190,1850,Vermont,500,Orleans,ORLEANS,190,Orleans,15707,15694,13,0
G5000210,1850,Vermont,500,Rutland,RUTLAND,210,Rutland,33059,32938,121,0
G5000230,1850,Vermont,500,Washington,WASHINGTON,230,Washington,24654,24640,14,0
G5000250,1850,Vermont,500,Windham,WINDHAM,250,Windham,29062,29025,37,0
G5000270,1850,Vermont,500,Windsor,WINDSOR,270,Windsor,38320,38207,113,0
G5100010,1850,Virginia,510,Accomack,ACCOMACK,10,Accomack,17890,9608,3295,4987
G5100030,1850,Virginia,510,Albemarle,ALBEMARLE,30,Albemarle,25800,11875,587,13338
G5100035,1850,Virginia,510,Alexandria,ALEXANDRIA,35,Alexandria,10008,7217,1409,1382
G5100050,1850,Virginia,510,Alleghany,ALLEGHANY,50,Alleghany,3515,2763,58,694
G5100070,1850,Virginia,510,Amelia,AMELIA,70,Amelia,9770,2785,166,6819
G5100090,1850,Virginia,510,Amherst,AMHERST,90,Amherst,12699,6352,394,5953
G5100110,1850,Virginia,510,Appomattox,APPOMATTOX,110,Appomattox,9193,4209,185,4799
G5100150,1850,Virginia,510,Augusta,AUGUSTA,150,Augusta,24610,18983,574,5053
G5100155,1850,Virginia,510,Barbour,BARBOUR,155,Barbour,9005,8670,222,113
G5100170,1850,Virginia,510,Bath,BATH,170,Bath,3426,2434,45,947
G5100190,1850,Virginia,510,Bedford,BEDFORD,190,Bedford,24080,13556,463,10061
G5100195,1850,Virginia,510,Berkeley,BERKELEY,195,Berkeley,11771,9566,249,1956
G5100215,1850,Virginia,510,Boone,BOONE,215,Boone,3237,3054,0,183
G5100230,1850,Virginia,510,Botetourt,BOTETOURT,230,Botetourt,14908,10746,426,3736
G5100233,1850,Virginia,510,Braxton,BRAXTON,233,Braxton,4212,4123,0,89
G5100237,1850,Virginia,510,Brooke,BROOKE,237,Brooke,5054,4923,100,31
G5100250,1850,Virginia,510,Brunswick,BRUNSWICK,250,Brunswick,13894,4885,553,8456
G5100290,1850,Virginia,510,Buckingham,BUCKINGHAM,290,Buckingham,13837,5426,250,8161
G5100293,1850,Virginia,510,Cabell,CABELL,293,Cabell,6299,5902,8,389
G5100310,1850,Virginia,510,Campbell,CAMPBELL,310,Campbell,23245,11533,846,10866
G5100330,1850,Virginia,510,Caroline,CAROLINE,330,Caroline,18456,6891,904,10661
G5100350,1850,Virginia,510,Carroll,CARROLL,350,Carroll,5909,5726,29,154
G5100360,1850,Virginia,510,Charles City,CHARLES CITY,360,Charles City,5200,1664,772,2764
G5100370,1850,Virginia,510,Charlotte,CHARLOTTE,370,Charlotte,13955,4615,352,8988
G5100410,1850,Virginia,510,Chesterfield,CHESTERFIELD,410,Chesterfield,17489,8406,467,8616
G5100430,1850,Virginia,510,Clarke,CLARKE,430,Clarke,7352,3614,124,3614
G5100470,1850,Virginia,510,Culpeper,CULPEPER,470,Culpeper,12282,5112,487,6683
G5100490,1850,Virginia,510,Cumberland,CUMBERLAND,490,Cumberland,9751,3082,340,6329
G5100530,1850,Virginia,510,Dinwiddie,DINWIDDIE,530,Dinwiddie,25118,10942,3296,10880
G5100533,1850,Virginia,510,Doddridge,DODDRIDGE,533,Doddridge,2750,2718,1,31
G5100550,1850,Virginia,510,Elizabeth City,ELIZABETH CITY,550,Elizabeth City,4586,2341,97,2148
G5100570,1850,Virginia,510,Essex,ESSEX,570,Essex,10206,3035,409,6762
G5100590,1850,Virginia,510,Fairfax,FAIRFAX,590,Fairfax,10682,6835,597,3250
G5100610,1850,Virginia,510,Fauquier,FAUQUIER,610,Fauquier,20868,9875,643,10350
G5100615,1850,Virginia,510,Fayette,FAYETTE,615,Fayette,3955,3780,19,156
G5100630,1850,Virginia,510,Floyd,FLOYD,630,Floyd,6458,6001,14,443
G5100650,1850,Virginia,510,Fluvanna,FLUVANNA,650,Fluvanna,9487,4539,211,4737
G5100670,1850,Virginia,510,Franklin,FRANKLIN,670,Franklin,17430,11638,66,5726
G5100690,1850,Virginia,510,Frederick,FREDERICK,690,Frederick,15975,12769,912,2294
G5100710,1850,Virginia,510,Giles,GILES,710,Giles,6570,5858,55,657
G5100715,1850,Virginia,510,Gilmer,GILMER,715,Gilmer,3475,3403,0,72
G5100730,1850,Virginia,510,Gloucester,GLOUCESTER,730,Gloucester,10527,4290,680,5557
G5100750,1850,Virginia,510,Goochland,GOOCHLAND,750,Goochland,10352,3863,644,5845
G5100770,1850,Virginia,510,Grayson,GRAYSON,770,Grayson,6677,6142,36,499
G5100775,1850,Virginia,510,Greenbrier,GREENBRIER,775,Greenbrier,10022,8549,156,1317
G5100790,1850,Virginia,510,Greene,GREENE,790,Greene,4400,2667,34,1699
G5100810,1850,Virginia,510,Greensville,GREENSVILLE,810,Greensville,5639,1731,123,3785
G5100830,1850,Virginia,510,Halifax,HALIFAX,830,Halifax,25962,10976,534,14452
G5100833,1850,Virginia,510,Hampshire,HAMPSHIRE,833,Hampshire,14036,12379,224,1433
G5100837,1850,Virginia,510,Hancock,HANCOCK,837,Hancock,4050,4040,7,3
G5100850,1850,Virginia,510,Hanover,HANOVER,850,Hanover,15153,6539,221,8393
G5100853,1850,Virginia,510,Hardy,HARDY,853,Hardy,9543,7927,356,1260
G5100857,1850,Virginia,510,Harrison,HARRISON,857,Harrison,11728,11213,27,488
G5100870,1850,Virginia,510,Henrico,HENRICO,870,Henrico,43572,23826,3637,16109
G5100890,1850,Virginia,510,Henry,HENRY,890,Henry,8872,5324,208,3340
G5100910,1850,Virginia,510,Highland,HIGHLAND,910,Highland,4227,3837,26,364
G5100930,1850,Virginia,510,Isle Of Wight,ISLE OF WIGHT,930,Isle Of Wight,9353,4710,1248,3395
G5100935,1850,Virginia,510,Jackson,JACKSON,935,Jackson,6544,6480,11,53
G5100950,1850,Virginia,510,James City,JAMES CITY,950,James City,4020,1489,663,1868
G5100953,1850,Virginia,510,Jefferson,JEFFERSON,953,Jefferson,15357,10476,540,4341
G5100957,1850,Virginia,510,Kanawha,KANAWHA,957,Kanawha,15353,12001,212,3140
G5100970,1850,Virginia,510,King And Queen,KING AND QUEEN,970,King And Queen,10319,4094,461,5764
